"FROM_ACCT_ID","TO_ACCT_ID","DESCRIPTION","AMOUNT"
231,104,"transfer",1000
232,126,"transfer",1000
232,584,"transfer",1000
232,933,"transfer",1000
232,624,"transfer",1000
232,202,"transfer",1000
233,759,"transfer",1000
233,4,"transfer",1000
233,534,"transfer",1000
233,80,"transfer",1000
233,120,"transfer",1000
234,623,"transfer",1000
234,728,"transfer",1000
234,847,"transfer",1000
234,407,"transfer",1000
234,439,"transfer",1000
235,523,"transfer",1000
235,351,"transfer",1000
235,691,"transfer",1000
235,732,"transfer",1000
235,347,"transfer",1000
236,814,"transfer",1000
236,618,"transfer",1000
236,17,"transfer",1000
236,135,"transfer",1000
236,181,"transfer",1000
237,801,"transfer",1000
237,777,"transfer",1000
237,166,"transfer",1000
237,646,"transfer",1000
237,836,"transfer",1000
238,66,"transfer",1000
238,406,"transfer",1000
238,559,"transfer",1000
238,387,"transfer",1000
238,981,"transfer",1000
239,8,"transfer",1000
239,795,"transfer",1000
239,276,"transfer",1000
239,356,"transfer",1000
239,717,"transfer",1000
240,104,"transfer",1000
240,614,"transfer",1000
240,380,"transfer",1000
240,606,"transfer",1000
240,645,"transfer",1000
241,29,"transfer",1000
241,463,"transfer",1000
241,532,"transfer",1000
241,642,"transfer",1000
241,17,"transfer",1000
242,136,"transfer",1000
242,80,"transfer",1000
242,929,"transfer",1000
242,141,"transfer",1000
242,135,"transfer",1000
243,342,"transfer",1000
243,937,"transfer",1000
243,693,"transfer",1000
243,420,"transfer",1000
243,412,"transfer",1000
244,447,"transfer",1000
244,804,"transfer",1000
244,494,"transfer",1000
244,412,"transfer",1000
244,50,"transfer",1000
245,960,"transfer",1000
245,858,"transfer",1000
245,942,"transfer",1000
245,495,"transfer",1000
245,228,"transfer",1000
246,777,"transfer",1000
246,732,"transfer",1000
246,59,"transfer",1000
246,746,"transfer",1000
246,21,"transfer",1000
247,88,"transfer",1000
247,807,"transfer",1000
247,514,"transfer",1000
247,934,"transfer",1000
247,493,"transfer",1000
248,412,"transfer",1000
248,973,"transfer",1000
248,320,"transfer",1000
248,258,"transfer",1000
248,383,"transfer",1000
249,54,"transfer",1000
249,350,"transfer",1000
249,579,"transfer",1000
249,561,"transfer",1000
249,205,"transfer",1000
250,364,"transfer",1000
250,58,"transfer",1000
250,683,"transfer",1000
250,670,"transfer",1000
250,40,"transfer",1000
251,660,"transfer",1000
251,314,"transfer",1000
251,870,"transfer",1000
251,387,"transfer",1000
251,259,"transfer",100000
252,225,"transfer",1000
252,383,"transfer",1000
252,397,"transfer",1000
252,127,"transfer",1000
252,926,"transfer",1000
253,236,"transfer",1000
253,166,"transfer",1000
253,577,"transfer",1000
253,666,"transfer",1000
253,871,"transfer",1000
254,188,"transfer",1000
254,587,"transfer",1000
254,876,"transfer",1000
254,50,"transfer",1000
254,380,"transfer",1000
255,790,"transfer",1000
255,590,"transfer",1000
255,57,"transfer",1000
255,891,"transfer",1000
255,670,"transfer",1000
256,981,"transfer",1000
256,397,"transfer",1000
256,253,"transfer",1000
256,874,"transfer",1000
256,867,"transfer",1000
257,368,"transfer",1000
257,437,"transfer",1000
257,713,"transfer",1000
257,387,"transfer",1000
257,259,"transfer",1000
258,677,"transfer",1000
258,78,"transfer",1000
258,515,"transfer",1000
258,88,"transfer",1000
258,190,"transfer",1000
259,387,"transfer",1000
259,190,"transfer",1000
259,305,"transfer",1000
259,4,"transfer",1000
259,102,"transfer",1000
260,24,"transfer",1000
260,934,"transfer",1000
260,920,"transfer",1000
260,454,"transfer",1000
260,772,"transfer",1000
261,145,"transfer",1000
261,918,"transfer",1000
261,948,"transfer",1000
261,802,"transfer",1000
261,461,"transfer",1000
262,10,"transfer",1000
262,19,"transfer",1000
262,50,"transfer",1000
262,564,"transfer",1000
262,716,"transfer",1000
263,519,"transfer",1000
263,40,"transfer",1000
263,693,"transfer",1000
263,856,"transfer",1000
263,388,"transfer",1000
264,12,"transfer",1000
264,74,"transfer",1000
264,555,"transfer",1000
264,944,"transfer",1000
264,751,"transfer",1000
265,892,"transfer",1000
265,807,"transfer",1000
265,369,"transfer",1000
265,559,"transfer",1000
265,958,"transfer",1000
266,181,"transfer",1000
266,534,"transfer",1000
266,70,"transfer",1000
266,545,"transfer",1000
266,830,"transfer",1000
267,205,"transfer",1000
267,102,"transfer",1000
267,294,"transfer",1000
267,313,"transfer",1000
267,565,"transfer",1000
268,155,"transfer",1000
268,94,"transfer",1000
268,837,"transfer",1000
268,372,"transfer",1000
268,891,"transfer",1000
269,775,"transfer",1000
269,519,"transfer",1000
269,759,"transfer",1000
269,52,"transfer",1000
269,980,"transfer",1000
270,495,"transfer",1000
270,771,"transfer",1000
270,469,"transfer",1000
270,407,"transfer",1000
270,724,"transfer",1000
271,419,"transfer",1000
271,593,"transfer",1000
271,66,"transfer",1000
271,518,"transfer",1000
271,276,"transfer",1000
272,788,"transfer",1000
272,840,"transfer",1000
272,607,"transfer",1000
272,466,"transfer",1000
272,140,"transfer",1000
273,811,"transfer",1000
273,233,"transfer",1000
273,871,"transfer",1000
273,388,"transfer",1000
273,94,"transfer",1000
274,835,"transfer",1000
274,893,"transfer",1000
274,865,"transfer",1000
274,355,"transfer",1000
274,78,"transfer",1000
275,356,"transfer",1000
275,584,"transfer",1000
275,406,"transfer",1000
275,209,"transfer",1000
275,27,"transfer",1000
276,160,"transfer",1000
276,208,"transfer",1000
276,631,"transfer",1000
276,66,"transfer",1000
276,258,"transfer",1000
277,330,"transfer",1000
277,519,"transfer",1000
277,290,"transfer",1000
277,793,"transfer",1000
277,243,"transfer",1000
278,970,"transfer",1000
278,600,"transfer",1000
278,294,"transfer",1000
278,166,"transfer",1000
278,627,"transfer",1000
279,934,"transfer",1000
279,627,"transfer",1000
279,920,"transfer",1000
279,620,"transfer",1000
279,310,"transfer",1000
280,596,"transfer",1000
280,205,"transfer",1000
280,273,"transfer",1000
280,12,"transfer",1000
280,612,"transfer",1000
281,400,"transfer",1000
281,675,"transfer",1000
281,845,"transfer",1000
281,803,"transfer",1000
281,642,"transfer",1000
282,466,"transfer",1000
282,178,"transfer",1000
282,974,"transfer",1000
282,309,"transfer",1000
282,678,"transfer",1000
283,584,"transfer",1000
283,934,"transfer",1000
283,299,"transfer",1000
283,414,"transfer",1000
283,327,"transfer",1000
284,772,"transfer",1000
284,102,"transfer",1000
284,920,"transfer",1000
284,640,"transfer",1000
284,454,"transfer",1000
285,59,"transfer",1000
285,628,"transfer",1000
285,443,"transfer",1000
285,534,"transfer",1000
285,293,"transfer",1000
286,548,"transfer",1000
286,926,"transfer",1000
286,933,"transfer",1000
286,150,"transfer",1000
286,57,"transfer",1000
287,144,"transfer",1000
287,279,"transfer",1000
287,571,"transfer",1000
287,536,"transfer",1000
287,403,"transfer",1000
288,137,"transfer",1000
288,525,"transfer",1000
288,570,"transfer",1000
288,169,"transfer",1000
288,826,"transfer",1000
289,796,"transfer",1000
289,970,"transfer",1000
289,674,"transfer",1000
289,12,"transfer",1000
289,843,"transfer",1000
290,860,"transfer",1000
290,219,"transfer",1000
290,397,"transfer",1000
290,109,"transfer",1000
290,159,"transfer",1000
291,835,"transfer",1000
291,981,"transfer",1000
291,311,"transfer",1000
291,317,"transfer",1000
291,373,"transfer",1000
292,800,"transfer",1000
292,24,"transfer",1000
292,831,"transfer",1000
292,672,"transfer",1000
292,597,"transfer",1000
293,454,"transfer",1000
293,559,"transfer",2328
293,559,"transfer",2621
293,734,"transfer",1000
293,13,"transfer",1000
294,480,"transfer",1000
294,123,"transfer",1000
294,743,"transfer",1000
294,619,"transfer",1000
294,875,"transfer",1000
295,223,"transfer",1000
295,851,"transfer",1000
295,524,"transfer",1000
295,642,"transfer",1000
295,313,"transfer",1000
296,751,"transfer",1000
296,301,"transfer",1000
296,242,"transfer",1000
296,365,"transfer",1000
296,724,"transfer",1000
297,495,"transfer",1000
297,397,"transfer",1000
297,534,"transfer",1000
297,120,"transfer",1000
297,66,"transfer",1000
298,950,"transfer",1000
298,621,"transfer",1000
298,666,"transfer",1000
298,973,"transfer",1000
298,515,"transfer",1000
299,634,"transfer",1000
299,187,"transfer",1000
299,842,"transfer",1000
299,892,"transfer",1000
299,639,"transfer",1000
300,91,"transfer",1000
300,57,"transfer",1000
300,225,"transfer",1000
300,324,"transfer",1000
300,743,"transfer",1000
301,844,"transfer",1000
301,463,"transfer",1000
301,730,"transfer",1000
301,13,"transfer",1000
301,149,"transfer",1000
302,934,"transfer",1000
302,301,"transfer",1000
302,135,"transfer",1000
302,439,"transfer",1000
302,710,"transfer",1000
303,519,"transfer",1000
303,219,"transfer",1000
303,54,"transfer",1000
303,495,"transfer",1000
303,388,"transfer",1000
304,506,"transfer",1000
304,184,"transfer",1000
304,837,"transfer",1000
304,795,"transfer",1000
304,299,"transfer",1000
305,188,"transfer",1000
305,685,"transfer",1000
305,842,"transfer",1000
305,448,"transfer",1000
305,112,"transfer",1000
306,444,"transfer",1000
306,621,"transfer",1000
306,584,"transfer",1000
306,228,"transfer",1000
306,282,"transfer",1000
307,970,"transfer",1000
307,640,"transfer",1000
307,292,"transfer",1000
307,481,"transfer",1000
307,294,"transfer",1000
308,188,"transfer",1000
308,53,"transfer",1000
308,310,"transfer",1000
308,130,"transfer",1000
308,433,"transfer",1000
309,468,"transfer",1000
309,892,"transfer",1000
309,150,"transfer",1000
309,38,"transfer",1000
309,584,"transfer",1000
310,811,"transfer",1000
310,901,"transfer",1000
310,781,"transfer",1000
310,534,"transfer",1000
310,524,"transfer",1000
311,918,"transfer",1000
311,892,"transfer",1000
311,27,"transfer",1000
311,377,"transfer",1000
311,380,"transfer",1000
312,595,"transfer",1000
312,138,"transfer",1000
312,301,"transfer",1000
312,186,"transfer",1000
312,666,"transfer",1000
313,352,"transfer",1000
313,759,"transfer",1000
313,406,"transfer",1000
313,934,"transfer",1000
313,693,"transfer",1000
314,187,"transfer",1000
314,317,"transfer",1000
314,145,"transfer",1000
314,804,"transfer",1000
314,856,"transfer",1000
315,222,"transfer",1000
315,281,"transfer",1000
315,226,"transfer",1000
315,973,"transfer",1000
315,613,"transfer",1000
316,944,"transfer",1000
316,720,"transfer",1000
316,8,"transfer",1000
316,131,"transfer",1000
316,624,"transfer",1000
317,890,"transfer",1000
317,557,"transfer",1000
317,356,"transfer",1000
317,65,"transfer",1000
317,242,"transfer",1000
318,413,"transfer",1000
318,836,"transfer",1000
318,29,"transfer",1000
318,566,"transfer",1000
318,294,"transfer",1000
319,463,"transfer",1000
319,118,"transfer",1000
319,592,"transfer",1000
319,835,"transfer",1000
319,600,"transfer",1000
320,535,"transfer",1000
320,183,"transfer",1000
320,308,"transfer",1000
320,117,"transfer",1000
320,273,"transfer",1000
321,259,"transfer",1000
321,713,"transfer",1000
321,361,"transfer",1000
321,571,"transfer",1000
321,929,"transfer",1000
322,847,"transfer",1000
322,301,"transfer",1000
322,804,"transfer",1000
322,101,"transfer",1000
322,353,"transfer",1000
323,63,"transfer",1000
323,249,"transfer",1000
323,505,"transfer",1000
323,462,"transfer",1000
323,534,"transfer",1000
324,906,"transfer",1000
324,532,"transfer",1000
324,182,"transfer",1000
324,211,"transfer",1000
324,348,"transfer",1000
325,871,"transfer",1000
325,740,"transfer",1000
325,934,"transfer",1000
325,877,"transfer",1000
325,222,"transfer",1000
326,337,"transfer",1000
326,905,"transfer",1000
326,232,"transfer",1000
326,532,"transfer",1000
326,996,"transfer",1000
327,555,"transfer",1000
327,237,"transfer",1000
327,804,"transfer",1000
327,204,"transfer",1000
327,365,"transfer",1000
328,642,"transfer",1000
328,264,"transfer",1000
328,751,"transfer",1000
328,222,"transfer",1000
328,365,"transfer",1000
329,671,"transfer",1000
329,380,"transfer",1000
329,541,"transfer",1000
329,502,"transfer",1000
329,263,"transfer",1000
330,29,"transfer",1000
330,999,"transfer",1000
330,559,"transfer",1000
330,491,"transfer",1000
330,212,"transfer",1000
331,134,"transfer",1000
331,166,"transfer",1000
331,345,"transfer",1000
331,23,"transfer",1000
331,903,"transfer",1000
332,325,"transfer",1000
332,125,"transfer",1000
332,387,"transfer",1000
332,596,"transfer",1000
332,297,"transfer",1000
333,276,"transfer",1000
333,501,"transfer",1000
333,356,"transfer",1000
333,918,"transfer",1000
333,647,"transfer",1000
334,918,"transfer",1000
334,95,"transfer",1000
334,837,"transfer",1000
334,317,"transfer",1000
334,955,"transfer",1000
335,190,"transfer",1000
335,230,"transfer",1000
335,846,"transfer",1000
335,222,"transfer",1000
335,590,"transfer",1000
336,272,"transfer",1000
336,181,"transfer",1000
336,309,"transfer",1000
336,920,"transfer",1000
336,222,"transfer",1000
337,560,"transfer",1000
337,152,"transfer",1000
337,561,"transfer",1000
337,373,"transfer",1000
337,130,"transfer",1000
338,528,"transfer",1000
338,448,"transfer",1000
338,556,"transfer",1000
338,614,"transfer",1000
338,648,"transfer",1000
339,187,"transfer",1000
339,172,"transfer",1000
339,95,"transfer",1000
339,891,"transfer",1000
339,782,"transfer",1000
340,200,"transfer",1000
340,122,"transfer",1000
340,962,"transfer",1000
340,261,"transfer",1000
340,385,"transfer",1000
341,387,"transfer",1000
341,242,"transfer",1000
341,883,"transfer",1000
341,313,"transfer",1000
341,439,"transfer",1000
342,371,"transfer",1000
342,467,"transfer",1000
342,872,"transfer",1000
342,685,"transfer",1000
342,971,"transfer",1000
343,369,"transfer",1000
343,218,"transfer",1000
343,287,"transfer",1000
343,674,"transfer",1000
343,729,"transfer",1000
344,928,"transfer",1000
344,607,"transfer",1000
344,942,"transfer",1000
344,154,"transfer",1000
344,791,"transfer",1000
345,352,"transfer",1000
345,380,"transfer",1000
345,710,"transfer",1000
345,807,"transfer",1000
345,127,"transfer",1000
346,627,"transfer",1000
346,279,"transfer",1000
346,772,"transfer",1000
346,143,"transfer",1000
346,478,"transfer",1000
347,481,"transfer",1000
347,165,"transfer",1000
347,330,"transfer",1000
347,982,"transfer",1000
347,397,"transfer",1000
348,734,"transfer",1000
348,861,"transfer",1000
348,177,"transfer",1000
348,313,"transfer",1000
348,614,"transfer",1000
349,888,"transfer",1000
349,805,"transfer",1000
349,944,"transfer",1000
349,491,"transfer",1000
349,850,"transfer",1000
350,823,"transfer",1000
350,975,"transfer",1000
350,884,"transfer",1000
350,518,"transfer",1000
350,926,"transfer",1000
351,571,"transfer",1000
351,317,"transfer",1000
351,221,"transfer",1000
351,693,"transfer",1000
351,241,"transfer",1000
352,321,"transfer",1000
352,130,"transfer",1000
352,767,"transfer",1000
352,640,"transfer",1000
352,582,"transfer",1000
353,690,"transfer",1000
353,394,"transfer",1000
353,2,"transfer",1000
353,944,"transfer",1000
353,800,"transfer",1000
354,646,"transfer",1000
354,865,"transfer",1000
354,95,"transfer",1000
354,851,"transfer",1000
354,981,"transfer",1000
355,941,"transfer",1000
355,569,"transfer",1000
355,124,"transfer",1000
355,576,"transfer",1000
355,813,"transfer",1000
356,49,"transfer",1000
356,533,"transfer",1000
356,998,"transfer",1000
356,102,"transfer",1000
356,934,"transfer",1000
357,578,"transfer",1000
357,276,"transfer",1000
357,597,"transfer",1000
357,101,"transfer",1000
357,205,"transfer",1000
358,378,"transfer",1000
358,544,"transfer",1000
358,648,"transfer",1000
358,808,"transfer",1000
358,669,"transfer",1000
359,222,"transfer",1000
359,631,"transfer",1000
359,606,"transfer",1000
359,579,"transfer",1000
359,310,"transfer",1000
360,746,"transfer",1000
360,553,"transfer",1000
360,233,"transfer",1000
360,971,"transfer",1000
360,844,"transfer",1000
361,71,"transfer",1000
361,772,"transfer",1000
361,58,"transfer",1000
361,509,"transfer",1000
361,883,"transfer",1000
362,187,"transfer",1000
362,101,"transfer",1000
362,274,"transfer",1000
362,431,"transfer",1000
362,179,"transfer",1000
363,56,"transfer",1000
363,973,"transfer",1000
363,135,"transfer",1000
363,745,"transfer",1000
363,600,"transfer",1000
364,840,"transfer",1000
364,934,"transfer",1000
364,720,"transfer",1000
364,301,"transfer",1000
364,211,"transfer",1000
365,165,"transfer",1000
365,146,"transfer",1000
365,937,"transfer",1000
365,939,"transfer",1000
365,662,"transfer",1000
366,871,"transfer",1000
366,222,"transfer",1000
366,387,"transfer",1000
366,412,"transfer",1000
366,49,"transfer",1000
367,463,"transfer",1000
367,40,"transfer",1000
367,310,"transfer",1000
367,856,"transfer",1000
367,330,"transfer",1000
368,495,"transfer",1000
368,641,"transfer",1000
368,694,"transfer",1000
368,373,"transfer",1000
368,774,"transfer",1000
369,138,"transfer",1000
369,799,"transfer",1000
369,466,"transfer",1000
369,788,"transfer",1000
369,456,"transfer",1000
370,348,"transfer",1000
370,4,"transfer",1000
370,356,"transfer",1000
370,413,"transfer",1000
370,674,"transfer",1000
371,144,"transfer",1000
371,136,"transfer",1000
371,740,"transfer",1000
371,122,"transfer",1000
371,800,"transfer",1000
372,939,"transfer",1000
372,645,"transfer",1000
372,140,"transfer",1000
372,283,"transfer",1000
372,155,"transfer",1000
373,71,"transfer",1000
373,920,"transfer",1000
373,975,"transfer",1000
373,875,"transfer",1000
373,394,"transfer",1000
374,897,"transfer",1000
374,624,"transfer",1000
374,297,"transfer",2078
374,297,"transfer",1634
374,406,"transfer",1000
375,225,"transfer",1000
375,656,"transfer",1000
375,314,"transfer",1000
375,771,"transfer",1000
375,881,"transfer",1000
376,311,"transfer",1000
376,606,"transfer",1000
376,321,"transfer",1000
376,396,"transfer",1000
376,325,"transfer",1000
377,642,"transfer",1000
377,767,"transfer",1000
377,94,"transfer",1000
377,63,"transfer",1000
377,418,"transfer",1000
378,831,"transfer",1000
378,674,"transfer",1000
378,222,"transfer",1000
378,332,"transfer",1000
378,475,"transfer",1000
379,528,"transfer",1000
379,293,"transfer",1000
379,45,"transfer",1000
379,333,"transfer",1000
379,340,"transfer",1000
380,383,"transfer",1000
380,624,"transfer",1000
380,921,"transfer",1000
380,910,"transfer",1000
380,835,"transfer",1000
381,797,"transfer",1000
381,340,"transfer",1000
381,403,"transfer",1000
381,458,"transfer",1000
381,451,"transfer",1000
382,877,"transfer",1000
382,566,"transfer",1000
382,790,"transfer",1000
382,340,"transfer",1000
382,734,"transfer",1000
383,790,"transfer",1000
383,325,"transfer",1000
383,480,"transfer",1000
383,454,"transfer",1000
383,904,"transfer",1000
384,297,"transfer",1000
384,988,"transfer",1000
384,295,"transfer",1000
384,826,"transfer",1000
384,418,"transfer",1000
385,447,"transfer",1000
385,22,"transfer",1000
385,758,"transfer",1000
385,524,"transfer",1000
385,210,"transfer",1000
386,481,"transfer",1000
386,400,"transfer",1000
386,448,"transfer",1000
386,897,"transfer",1000
386,988,"transfer",1000
387,577,"transfer",1000
387,867,"transfer",1000
387,998,"transfer",1000
387,188,"transfer",1000
387,374,"transfer",1000
388,884,"transfer",1000
388,231,"transfer",1000
388,274,"transfer",1000
388,332,"transfer",1000
388,129,"transfer",1000
389,465,"transfer",1000
389,8,"transfer",1000
389,511,"transfer",1000
389,764,"transfer",1000
389,596,"transfer",1000
390,217,"transfer",1000
390,743,"transfer",1000
390,790,"transfer",1000
390,707,"transfer",1000
390,681,"transfer",1000
391,259,"transfer",1000
391,865,"transfer",1000
391,4,"transfer",1000
391,405,"transfer",1000
391,998,"transfer",1000
392,202,"transfer",1000
392,456,"transfer",1000
392,91,"transfer",1000
392,207,"transfer",1000
392,78,"transfer",1000
393,534,"transfer",1574
393,534,"transfer",2000
393,297,"transfer",1000
393,146,"transfer",1000
393,891,"transfer",1000
394,756,"transfer",1000
394,186,"transfer",1000
394,560,"transfer",1000
394,575,"transfer",1000
394,259,"transfer",1000
395,801,"transfer",1000
395,394,"transfer",1000
395,646,"transfer",1000
395,762,"transfer",1000
395,565,"transfer",1000
396,447,"transfer",1000
396,697,"transfer",1000
396,203,"transfer",1000
396,387,"transfer",1000
396,180,"transfer",1000
397,71,"transfer",1000
397,584,"transfer",1000
397,382,"transfer",1000
397,716,"transfer",1000
397,325,"transfer",1000
398,642,"transfer",1000
398,258,"transfer",1000
398,596,"transfer",1000
398,548,"transfer",1000
398,284,"transfer",1000
399,874,"transfer",1000
399,165,"transfer",1000
399,365,"transfer",1000
399,934,"transfer",1000
399,490,"transfer",1000
400,387,"transfer",1000
400,89,"transfer",1000
400,281,"transfer",1000
400,203,"transfer",1000
400,359,"transfer",1000
401,740,"transfer",1000
401,350,"transfer",1000
401,411,"transfer",1000
401,572,"transfer",1000
401,928,"transfer",1000
515,351,"transfer",1000
516,519,"transfer",1000
516,225,"transfer",1000
516,510,"transfer",1000
516,301,"transfer",1000
516,412,"transfer",1000
517,494,"transfer",1000
517,338,"transfer",1000
517,810,"transfer",1000
517,998,"transfer",1000
517,327,"transfer",1000
518,151,"transfer",1000
518,159,"transfer",1000
518,301,"transfer",1000
518,135,"transfer",1000
518,485,"transfer",1000
519,325,"transfer",1000
519,727,"transfer",1000
519,581,"transfer",1000
519,293,"transfer",1000
519,380,"transfer",1000
520,758,"transfer",1000
520,881,"transfer",1000
520,693,"transfer",1000
520,636,"transfer",1000
520,872,"transfer",1000
521,892,"transfer",1000
521,649,"transfer",1000
521,899,"transfer",1000
521,331,"transfer",1000
521,186,"transfer",1000
522,164,"transfer",1000
522,310,"transfer",1000
522,823,"transfer",1000
522,746,"transfer",1000
522,939,"transfer",1000
523,135,"transfer",1000
523,330,"transfer",1000
523,536,"transfer",1000
523,830,"transfer",1000
523,765,"transfer",1000
524,213,"transfer",1000
524,463,"transfer",1000
524,579,"transfer",1000
524,330,"transfer",1000
524,469,"transfer",1000
525,518,"transfer",1000
525,707,"transfer",1000
525,2,"transfer",1000
525,57,"transfer",1000
525,642,"transfer",1000
526,867,"transfer",1000
526,120,"transfer",1000
526,769,"transfer",1000
526,942,"transfer",2545
526,942,"transfer",1545
527,29,"transfer",1000
527,7,"transfer",1000
527,233,"transfer",1000
527,246,"transfer",1000
527,175,"transfer",1000
528,360,"transfer",1000
528,934,"transfer",1000
528,271,"transfer",1000
528,259,"transfer",1000
528,569,"transfer",1000
529,253,"transfer",1000
529,302,"transfer",1000
529,155,"transfer",1000
529,350,"transfer",1000
529,420,"transfer",1000
530,310,"transfer",1000
530,831,"transfer",1000
530,330,"transfer",1000
530,519,"transfer",1000
530,418,"transfer",1000
531,595,"transfer",1000
531,872,"transfer",1000
531,80,"transfer",1000
531,842,"transfer",1000
531,78,"transfer",1000
532,66,"transfer",1000
532,123,"transfer",1000
532,259,"transfer",1000
532,886,"transfer",1000
532,241,"transfer",1000
533,177,"transfer",1000
533,91,"transfer",1000
533,625,"transfer",1000
533,576,"transfer",1000
533,184,"transfer",1000
534,406,"transfer",1000
534,359,"transfer",1000
534,35,"transfer",1000
534,332,"transfer",1000
534,944,"transfer",1000
535,480,"transfer",1000
535,737,"transfer",1000
535,297,"transfer",1000
535,303,"transfer",1000
535,729,"transfer",1000
536,962,"transfer",1000
536,921,"transfer",1000
536,480,"transfer",1000
536,625,"transfer",1000
536,218,"transfer",1000
537,493,"transfer",1000
537,89,"transfer",1000
537,867,"transfer",1000
537,872,"transfer",1000
537,524,"transfer",1000
538,842,"transfer",1000
538,481,"transfer",1000
538,242,"transfer",1000
538,726,"transfer",1000
538,53,"transfer",1000
539,690,"transfer",1000
539,294,"transfer",1000
539,734,"transfer",1000
539,646,"transfer",1000
539,756,"transfer",1000
540,624,"transfer",1000
540,559,"transfer",1000
540,850,"transfer",1000
540,986,"transfer",1000
540,566,"transfer",1000
541,301,"transfer",1000
541,646,"transfer",1000
541,519,"transfer",1000
541,271,"transfer",1000
541,274,"transfer",1000
542,439,"transfer",1000
542,904,"transfer",1000
542,666,"transfer",1000
542,284,"transfer",1000
542,469,"transfer",1000
543,646,"transfer",1000
543,691,"transfer",1587
543,691,"transfer",1197
543,299,"transfer",1000
543,292,"transfer",1000
544,229,"transfer",1000
544,459,"transfer",1000
544,117,"transfer",1000
544,228,"transfer",1000
544,520,"transfer",1000
545,762,"transfer",1000
545,323,"transfer",1000
545,454,"transfer",1000
545,349,"transfer",1000
545,939,"transfer",1000
546,976,"transfer",1000
546,521,"transfer",1000
546,42,"transfer",1000
546,380,"transfer",1000
546,843,"transfer",1000
547,4,"transfer",1000
547,811,"transfer",1000
547,934,"transfer",1000
547,300,"transfer",1000
547,12,"transfer",1000
548,742,"transfer",1000
548,559,"transfer",1000
548,13,"transfer",1000
548,986,"transfer",1000
548,444,"transfer",1000
549,931,"transfer",1000
549,685,"transfer",1000
549,301,"transfer",1000
549,690,"transfer",1000
549,860,"transfer",1000
550,903,"transfer",1000
550,274,"transfer",1000
550,412,"transfer",1000
550,326,"transfer",1000
550,560,"transfer",1000
551,534,"transfer",1000
551,359,"transfer",1000
551,697,"transfer",1000
551,850,"transfer",1000
551,765,"transfer",1000
552,466,"transfer",1000
552,461,"transfer",1000
552,95,"transfer",1000
552,380,"transfer",1000
552,94,"transfer",1000
553,532,"transfer",1000
553,440,"transfer",1000
553,603,"transfer",1000
553,772,"transfer",1000
553,694,"transfer",1000
554,161,"transfer",1000
554,467,"transfer",1000
554,305,"transfer",1000
554,128,"transfer",1000
554,420,"transfer",1000
555,197,"transfer",1000
555,397,"transfer",1000
555,850,"transfer",1000
555,439,"transfer",1000
555,932,"transfer",1000
556,807,"transfer",1000
556,646,"transfer",1000
556,651,"transfer",1000
556,41,"transfer",1000
556,236,"transfer",1000
557,565,"transfer",1000
557,279,"transfer",1000
557,640,"transfer",1000
557,9,"transfer",1000
557,448,"transfer",1000
558,728,"transfer",1000
558,524,"transfer",1000
558,406,"transfer",1000
558,245,"transfer",1000
558,332,"transfer",1000
559,373,"transfer",1000
559,223,"transfer",1000
559,361,"transfer",1000
559,867,"transfer",1000
559,171,"transfer",1000
560,387,"transfer",1000
560,499,"transfer",1000
560,118,"transfer",1000
560,325,"transfer",1000
560,640,"transfer",1000
561,109,"transfer",1000
561,138,"transfer",1000
561,716,"transfer",1000
561,233,"transfer",1000
561,350,"transfer",1000
562,98,"transfer",1000
562,83,"transfer",1000
562,313,"transfer",1000
562,403,"transfer",1000
562,632,"transfer",1000
563,289,"transfer",1000
563,458,"transfer",1000
563,552,"transfer",1000
563,746,"transfer",1000
563,938,"transfer",1000
564,276,"transfer",1000
564,440,"transfer",1000
564,871,"transfer",1000
564,724,"transfer",1000
564,504,"transfer",1000
565,783,"transfer",1000
565,624,"transfer",1000
565,831,"transfer",1000
565,187,"transfer",1000
565,89,"transfer",1000
566,521,"transfer",1000
566,180,"transfer",1000
566,406,"transfer",1000
566,320,"transfer",1000
566,78,"transfer",1000
567,929,"transfer",1000
567,403,"transfer",1000
567,91,"transfer",1000
567,858,"transfer",1000
567,495,"transfer",1000
568,287,"transfer",1000
568,541,"transfer",1000
568,304,"transfer",1000
568,124,"transfer",1000
568,334,"transfer",1000
569,542,"transfer",1000
569,89,"transfer",1000
569,535,"transfer",1000
569,743,"transfer",1000
569,56,"transfer",1000
570,775,"transfer",1000
570,301,"transfer",1000
570,403,"transfer",1000
570,610,"transfer",1000
570,768,"transfer",1000
571,627,"transfer",2311
571,627,"transfer",1489
571,827,"transfer",1000
571,725,"transfer",1000
571,320,"transfer",1000
572,534,"transfer",1000
572,492,"transfer",1000
572,955,"transfer",1000
572,243,"transfer",1000
572,387,"transfer",1000
573,243,"transfer",1000
573,420,"transfer",1000
573,54,"transfer",1000
573,59,"transfer",1000
573,707,"transfer",1000
574,166,"transfer",1000
574,644,"transfer",1000
574,645,"transfer",1000
574,89,"transfer",1000
574,352,"transfer",1000
575,275,"transfer",1000
575,261,"transfer",1000
575,439,"transfer",1000
575,171,"transfer",1000
575,691,"transfer",1000
576,839,"transfer",1000
576,534,"transfer",1000
576,605,"transfer",1000
576,153,"transfer",1000
576,901,"transfer",1000
577,678,"transfer",1000
577,675,"transfer",1000
577,970,"transfer",1000
577,693,"transfer",1000
577,439,"transfer",1000
578,901,"transfer",1000
